English,Marathi
i am useless,मी बेकार आहे
is tom dead,टॉम मेला आहे का
is tom dead,टॉम वारला आहे का
is tom here,टॉम इथे आहे का
is tom safe,टॉम सुरक्षित आहे का
is tom tall,टॉम उंच आहे का
is it toms,टॉमचं आहे का
is it toms,टॉमचा आहे का
is it toms,टॉमची आहे का
is it there,आहे का
is it yours,तुझं आहे का
is it yours,तुझा आहे का
is that all,तेवढच का
is that all,तेवढच
is this tom,हा टॉम आहे का
is this tom,टॉम का
is this art,ही कला आहे का
is this new,हे नवीन आहे का
is this new,ही नवीन आहे का
is this new,हा नवीन आहे का
it may rain,पाऊस पडू शकेल
it was flat,सपाट होतं
it was huge,ते विशाल होतं
it was mine,माझं होतं
it was mine,माझा होता
it was mine,माझी होती
it was real,ते खरोखरचं होतं
it was real,खरोखरचं होतं
it is  yen, येन झाले
it is  yen, येन आहेत
it is  yen, येन
it is french,फ्रेंच आहे
it is monday,सोमवार आहे
it is a doll,बाहुली आहे
it is a doll,एक बावली आहे
it is a doll,ती एक बावली आहे
it is a fish,मासा आहे
it is a fish,तो मासा आहे
it is a gift,भेटवस्तू आहे
it is a rule,नियम आहे
it is a song,गाणं आहे
it is a song,असं गाणं आहे
it is my job,ते माझं काम आहे
it is my job,ती माझी नोकरी आहे
keep trying,प्रयत्न चालू ठेव
keep trying,प्रयत्न चालू ठेवा
keep trying,प्रयत्न करत राहा
let me look,मला बघू दे
let me look,बघू
let me sing,मला गाऊ दे
let me sing,मला गाऊ द्या
let me talk,मला बोलू दे
let me talk,मला बोलू द्या
let us begin,चला सुरुवात करू
let us begin,चला सुरुवात करूया
let us go up,वर जाऊया
let us go up,वरती जाऊया
let us leave,निघूया
